genes,SRR2973300,SRR2973301,SRR2973303,SRR2973306,SRR2973307,SRR2973309,SRR2973312,SRR2973314,SRR2973315,SRR2973316,SRR2973317,SRR2973318,SRR2973319,SRR2973320,SRR2973321,SRR2973322,SRR2973323,SRR2973324,SRR2973325,SRR2973326,SRR2973327,SRR2973329,SRR2973330,SRR2973331,SRR2973332,SRR2973333,SRR2973334,SRR2973335,SRR2973337,SRR2973338,SRR2973339,SRR2973340,SRR2973341,SRR2973342,SRR2973343,SRR2973344,SRR2973346,SRR2973347,SRR2973348,SRR2973349,SRR5023449,SRR5023451,SRR5023452,SRR5023537,SRR5023540,SRR5023543,SRR5023544,SRR5023546,SRR5023547,SRR5023554,SRR5023557
ABRAXAS1,9.396866,17.133079,3.559049,3.47649,11.112076,17.593729,4.284303,23.689684,6.257763,6.767897,10.08176,0.114765,40.7552,10.318627,7.717681,5.134748,4.006217,18.044178,17.228509,6.695062,16.983137,16.057077,14.798379,11.420229,44.001857,188.140814,7.889231,0.817002,10.06937,19.584193,9.718435,7.191211,2.572507,4.937297,4.700663,5.562808,11.78041,4.653401,14.296734,10.866376,2.075234,1.459027,1.499998,0,3.151667,14.730463,2.228927,2.081644,0.405673,0.104977,0
ABT1,7.412525,0,72.663495,0,39.39669,0.217266,42.750532,9.1784,0,73.37573,48.838216,164.957198,0,0.359679,9.383433,29.16003,46.333045,2.80324,2.457065,34.43133,8.68745,63.098322,3.495224,32.291346,7.156994,8.03028,47.447344,21.590834,0.179128,1.09403,0,0,0.852206,31.210726,2.595395,61.773355,0,7.497773,0.151562,77.600679,0,90.61325,7.066225,22.925184,15.744832,15.204449,1.795112,10.966664,9.487707,38.666633,0.193318
ACAA1,3.929611,2.071672,108.041658,198.937731,0,13.730509,57.328124,2.059711,7.635131,8.312047,0,0.4653,31.707397,7.271733,0.116998,7.815707,0.60535,18.927443,5.836234,13.700757,49.880421,0.469377,6.158688,21.574079,20.854904,0.262279,345.798659,3.936227,11.791737,5.531469,3.366687,0,54.227397,2.882234,6.908609,8.688704,0,0.185753,4.195964,58.667674,18.266089,1.21813,0,0,11.173189,0,0,0,9.582555,0.611113,0.194492
ACAA2,92.917417,1.743255,1.179243,2.190344,10.989188,116.135178,47.195965,2.915194,0.366054,103.053287,22.765438,38.225394,133.812938,185.567624,13.095241,24.478994,3.806428,14.079678,0.573733,35.205642,3.820568,8.175037,2.565278,10.013801,125.906871,0.256674,277.798753,20.006607,4.725681,4.96144,4.261049,52.827617,52.990503,90.191263,0.146539,0.146541,1.929732,0,1.781776,22.657357,0.181439,0.249829,0.655078,0,4.991658,11.137963,75.707238,52.104849,0.066604,32.452269,0.369
ACACA,118.219262,0.187015,3.384603,54.83845,234.115474,45.521127,10.235046,31.515005,0.838754,1.086343,3.399191,0,21.161184,1.192604,28.567088,1.540601,0,11.989092,25.032631,0,13.563059,6.177551,231.658799,100.401605,20.093678,1.169806,3.777416,2.04435,185.874658,1.257673,4.949005,14.354986,30.697052,1.261716,0,4.576419,0.625847,2.668795,56.951937,0.216141,0,0.211721,0,0.866851,344.73893,8.570604,145.61644,157.960077,187.284975,23.58835,132.678218
ACACB,22.165642,5.589412,19.581018,16.852405,2.832761,14.914363,0.891168,105.168342,9.328289,0.557418,0.923443,1.112012,22.28222,14.765866,0,1.10673,4.543733,0.61119,2.815331,2.265617,1.569001,1.584652,6.131458,18.244321,1.858618,6.595644,2.120792,1.277158,8.186791,24.137833,7.684093,1.278164,9.750608,3.491917,3.770894,2.732172,14.393657,2.05192,1.105841,0.16137,100.63533,3.614728,0.162375,0.188323,0.234485,0.037003,1.678832,0,0,9.762975,0
ACAD10,2.76416,1.149317,5.252601,1.126172,0.244899,0.40749,4.386498,0.421958,13.893826,1.015092,0.816806,0,0.610464,11.875154,87.093981,6.046368,3.060739,5.773678,6.215487,9.157176,1.235832,64.918351,2.213487,7.769653,6.811421,0,3.488275,4.749418,0.71314,3.81154,10.288691,2.890391,5.186455,5.28598,4.041785,9.513826,2.88207,0.303714,4.097337,0,0.858374,0.023582,0.54371,0.127111,0.630869,2.348768,0,0.346007,3.323951,2.103017,16.435841
ACAD11,7.142897,0,0.173878,0.220206,0.200622,0.589548,0,0,0.584582,6.69998,1.950474,0,2.440627,19.605703,10.845601,1.162497,0,2.147747,5.157442,0,0,1.887025,14.434708,0,0,0,0.257547,0.136946,0,0.178109,1.196206,9.212994,0,47.173269,0,0.224626,0,0.153859,0,9.662945,0.258735,68.180563,17.674537,0,0.084231,6.148125,2.443045,2.736955,0,0.066736,0
ACAD8,0,1.846613,4.561932,0,0.364415,0.639864,0,0.362684,0,92.328523,0.381736,0,0,0,0.675114,0.576832,6.391854,0.560631,0,0,0,0,0,0.645208,7.540137,11.407561,0.254692,0,0.881443,1.378566,0,0,3.973796,9.433244,0.404955,0,0,0,0.321912,0,0,0,0,0,0.579722,0,1.297342,3.038518,0,0,0
ACAD9,3.377293,8.692725,9.171739,33.930361,1.571515,1.860073,0,0,0,16.926617,10.352203,33.074992,0,17.621338,1.16363,0.213585,0,1.37031,9.28842,1.990128,0.600473,1.186304,31.971535,1.74095,0.507446,0.70243,0,0,7.003291,1.200232,0,18.527637,0,0.874765,16.305121,21.454889,0.325286,43.91733,2.83571,1.204345,0.378102,0,0,0.144134,5.660813,0.181428,0.56949,1.002297,0.911735,0.674927,0
ACADM,59.058607,0,0,0,24.659434,1.1868,58.798574,35.033128,0,58.045396,32.028861,42.701082,40.888921,43.947051,1.940292,21.972623,5.275633,3.224206,14.335144,42.148405,28.447656,7.334329,12.207751,0.500501,7.011412,0,0,4.378134,17.718416,5.210368,124.222499,58.393547,55.820508,95.332565,205.857241,2.996088,3.056335,4.418642,5.054939,0,1.097975,42.832116,0.080591,21.20748,19.470453,111.408175,93.886232,57.087188,1.300985,89.823094,68.168167
ACADSB,0.669935,2.734862,0.985318,0.642259,0.415206,1.302421,223.841823,2.427483,0.860681,2.183003,0.552823,0.457685,1.305684,5.656971,1.071999,9.638025,195.785908,11.265149,4.59328,1.684758,53.38383,66.412347,1.146986,2.696147,0,25.834683,0.373137,25.758382,0.930356,0.870024,0.478899,0.92546,1.45817,7.413552,27.633328,4.710594,0.282677,3.956462,0.604273,0.375466,7.691816,4.840075,0.959409,0,0,2.157032,0,0,0.824839,0.406465,0
ACADVL,100.893047,76.408135,40.645642,425.016512,0,36.754826,91.883976,162.640266,0,78.236189,22.460852,10.911159,49.97596,0,9.063117,64.727989,155.902528,8.334001,13.196969,363.086187,62.739426,67.989943,26.946514,0,103.213526,93.406842,93.487003,54.892731,7.936873,139.52505,86.768325,1.477024,3.125796,3.26042,37.156454,641.75542,86.5644,10.564091,31.107815,65.998507,1.614455,152.568174,784.611007,0,0.983127,0,0,161.461191,0.633354,3.40944,0
ACAP1,1.911397,8.368311,41.31932,9.607741,2.131487,2.679399,12.703819,0.627948,7.621137,8.402853,1.772729,0.931708,10.334143,1.717105,1.608158,1.795408,2.322891,54.781501,10.613075,5.900158,21.021713,0.411602,7.695427,9.539484,0.497463,12.693717,3.02588,28.188701,1.489969,9.992052,3.546788,4.584722,1.845975,2.936766,0.73437,6.751033,2.381402,10.987225,16.289734,4.209558,0.765355,2.365178,2.978333,0.134671,6.874672,0,3.987208,0,0,0.106936,0.045429
ACAP2,82.505982,2.318152,105.557362,4.487458,34.479005,0.956318,1.322433,14.065782,9.111603,10.810035,0.954005,12.545031,14.750174,24.887314,32.968242,8.82649,0.3172,180.521544,35.059972,28.058001,21.050942,14.702961,39.962325,4.724117,144.112183,0.337505,8.396946,32.929218,0.361834,94.63728,406.135572,1.426247,3.613765,10.149992,191.401839,112.782729,21.985608,10.940458,2.771069,11.935055,1.056409,184.064697,0.133222,0.052322,0.753741,2.260754,0.862263,0.269811,3.974942,0.403514,15.658399
ACAT1,67.501453,1.70108,14.393832,5.752663,11.024668,75.08875,26.558686,20.241109,0.148875,62.384301,7.500535,223.746799,33.143213,8.84767,76.149978,9.521416,11.139706,17.237926,22.861636,27.253675,33.757836,38.591782,114.724391,15.694434,18.459894,383.622334,113.854089,132.084106,45.638987,24.353386,25.839838,19.767077,21.108102,33.860624,15.684931,60.740536,82.200071,25.48904,10.645241,25.052333,148.555142,0.1034,2.532415,2.81646,14.818145,0.186011,5.640218,0.815472,1.61195,49.468649,17.346195
ACAT2,111.008885,0.724453,58.87712,0,279.260225,112.289671,0,194.555808,0,2.624409,18.439012,114.824329,0.657691,52.015987,64.801229,131.085588,22.458542,0,40.960994,24.15732,4.561316,0.20202,30.754749,0,92.083891,0,0.147661,73.133071,11.794431,91.482847,27.527781,4.565909,221.766327,58.328446,0.718833,0,3.376121,9.97299,0.240373,0,0.350304,0.158279,220.783466,0,0,0,0.249612,156.649962,0.092156,78.768569,158.574828
ACBD3,16.623464,7.517422,9.369019,9.882156,2.984773,34.295777,10.652353,6.146661,6.29831,146.945101,126.092401,29.381391,11.371998,16.541296,9.713079,57.135198,9.367738,155.711023,24.863752,10.126646,68.511298,0.24227,20.32343,4.709308,25.243807,0.844188,82.189775,43.309706,1.417031,2.092492,6.804713,39.098699,35.08218,13.958736,84.194689,10.626592,194.320542,5.961432,2.305249,98.808626,2.400202,26.320296,1.346785,1.458635,0,23.848176,10.990687,7.427784,33.70105,12.764549,16.834004
ACBD5,0.224131,16.0654,23.118008,0,26.707535,0.298186,16.62951,16.854975,53.381888,7.824999,8.419337,0,1.172882,0.084827,8.921015,3.014788,18.683018,0.149063,6.958477,14.245938,33.164992,0.23063,1.044232,1.651488,28.016884,0.58284,3.077565,11.219337,16.689581,15.260444,6.34339,12.649563,0,0.093037,41.56214,37.899466,0.334594,1.351548,14.784033,0,1.44637,0.473064,0,9.740146,45.311977,0.195534,10.024863,5.048335,36.12309,14.999932,22.877522
ACBD6,1.265809,76.938156,69.678244,0,30.882692,12.653214,81.587988,7.223722,25.547005,5.057396,67.061752,13.561261,23.933039,7.179432,8.411922,67.403287,51.672564,43.045329,4.54514,25.492383,9.827552,4.192333,15.616721,0,18.759119,0,56.70066,1.608518,132.632104,3.309399,13.163313,29.064401,5.558832,1.505817,0.709675,0.546213,0,0,1.236778,60.90546,85.628751,834.663943,0.961455,24.209998,7.305563,0.271494,94.747026,68.287766,24.245328,6.268233,12.594825
ACBD7,0,0,0.962023,0,4.078705,0,5.04947,0.875703,0,0.637621,1.015751,0,1.398343,0,5.035358,0.379779,0.344839,0.951139,1.881593,0.624798,4.066316,3.776241,1.401428,20.861623,3.450065,0,0.312647,0.835043,0.913727,1.322422,0,0.336851,3.238299,2.11375,0,0.380154,0,2.544244,5.191731,1.933797,0.624762,2.448475,0,0,0.833771,3.597293,0.134327,2.262173,0.819582,0.252444,0
ACE,16.990381,3.065204,0.353181,0.375387,3.740873,8.245728,17.87489,3.880666,5.165787,8.034589,1.444952,0,21.082907,6.627512,0,3.103502,4.258641,52.955127,26.382233,8.841232,26.90558,0.523457,1.079293,13.459933,7.989642,0,20.578428,2.901675,14.692436,2.083301,2.631861,12.231691,0,19.069555,6.333796,16.858963,11.280027,4.846842,31.329337,6.901382,0.163422,0.179564,0,0,0,2.619885,0.055142,0,12.445611,0.860885,2.881122
ACER1,0,0.876838,1.492541,0,1.352402,0.708248,2.671074,0.373206,2.748276,0,2.332798,0,3.525433,0,0,2.592952,0,0.780202,0.955698,0,0,0,1.768049,0,0,2.835966,0,0,0,1.690005,0.762876,0,0.779764,0,1.872065,0.6226,0.464727,0,0,0,0,0,0,0,3.034775,0,0,0,0,0,0
ACER3,0.424955,1.133362,0.610921,0.06354,1.121739,12.947161,2.202379,3.024709,0.115425,12.361061,3.901211,0.161741,0.057512,0.460919,15.919429,19.073107,27.10297,1.261318,0.135602,3.757809,17.684041,2.07543,66.917715,3.419388,8.67017,0.131969,49.984554,0.995806,0.064901,13.095223,14.44066,0.086679,1.818963,0.245025,1.330383,4.30385,21.457425,0.071971,3.778979,0.532993,0.073447,2.73763,2.29865,0,0.126191,25.115606,187.937816,2.978884,2.8424,0.059989,0
ACIN1,41.141959,2.515073,17.686528,6.000327,23.30701,40.04213,46.873203,7.319452,10.882825,40.942858,62.531549,0,88.821482,0.693804,6.928995,9.774174,10.855858,1.414805,17.691929,1.852434,35.218259,15.35965,61.257357,54.205235,5.146899,28.572763,30.435031,27.18544,27.396153,5.423519,1.293838,18.326272,8.577054,1.023737,80.767541,17.575322,11.472259,12.302724,4.431686,22.319635,24.313397,14.118294,5.472293,18.157248,2.949055,0,0.352282,12.026044,1.900973,18.292647,10.630936
ACKR2,0.2276,131.528308,82.801931,1.402059,3.044389,7.933818,15.828065,2.829931,1.947889,3.918437,167.677729,0.604675,145.502103,21.733694,17.245424,10.142477,78.556931,10.352214,25.822668,79.264213,33.213285,2.429528,174.296814,186.349814,24.052583,4.654237,12.279965,31.51365,0.25395,5.8694,0.310687,60.42624,1.922321,29.09274,77.374247,99.126703,12.790988,0.421065,55.872522,0,105.658713,0.62206,0,94.628563,0.874742,191.385994,57.162547,50.344765,126.62342,78.39167,52.295338
ACLY,0.257482,43.505121,23.670062,0.40598,13.146902,54.429693,8.757008,0.199346,2.497135,70.356846,0,0,0,11.881162,49.642142,9.577805,123.278894,0,12.544893,43.31437,30.094885,23.002015,1.115084,74.324217,3.046182,188.348136,48.22771,65.10841,9.686,2.182537,4.928747,101.517702,14.984748,151.361309,39.25092,16.895669,62.205134,7.862161,0.260304,160.726156,4.99866,1.053987,0.070671,5.72372,22.102844,0.137714,0,0,0.556644,1.957297,2.5676
ACO1,0.252333,1.021818,0.744056,0,0.067211,0.429961,0.126692,0.586272,0.33125,0,0.069355,1.164701,0.141267,0,0.498684,1.572354,0.130104,0,1.479436,0.334406,0.167987,0.409242,1.214041,0.21223,0.243535,77.530751,0,0.5651,0.477231,0.075156,6.910172,0.095519,0.716627,1.385211,0.728747,8.054194,0.709362,4.277138,0.059524,0.108805,0.274559,23.11983,34.767386,0.066538,0.069677,0.033384,0,0,0.059449,0.02663,0.057929
ACO2,7.677516,0,55.120534,1.041837,2.886888,0,5.051359,0,0.30416,13.484044,0,0,31.820488,147.53916,73.502503,27.234715,64.020617,0,72.372498,0,209.016249,31.498502,0,0,13.783165,0.250568,0.596615,25.703564,0,29.027878,1.226948,14.746689,3.570825,7.784112,13.01689,4.610331,0.270838,1.904931,0,48.052489,0.137598,0,0,8.372813,18.609177,20.60084,147.679432,52.63541,0,17.253381,1.530072
ACOT11,3.300487,2.304538,3.507797,7.750146,1.99868,2.43788,0.600655,0.894763,1.156822,0.146591,1.166396,4.624417,0.419765,32.408643,3.982914,1.198684,0.531101,2.106533,4.10153,6.860254,4.248257,2.249926,4.073922,2.680699,0.62178,0.747057,1.565294,0.84417,6.30529,0.832418,5.616836,0.724337,0.391424,0.373396,0.276762,9.730299,11.594266,32.467614,1.370924,0.844109,0.600642,0.379923,0,0.107779,1.496085,0.087718,0.217339,0.057927,5.817363,0.705512,32.423026
ACOT13,29.086088,16.199003,72.494838,131.433594,21.792168,0.290787,104.659163,46.749877,0.197274,16.034982,2.834673,326.926633,26.779078,5.173553,52.03995,3.966677,0,3.328783,11.227205,68.549016,39.088126,1.476158,11.565787,0.32382,21.335628,0.175506,44.347585,1.736166,0.131585,39.148491,8.539111,122.308517,6.175602,8.128797,18.685553,0.345572,21.633676,0.269702,0.107619,79.786929,0.167657,108.709318,0,1.765603,9.515398,1.498078,44.089044,79.344697,0,70.081094,15.776904
ACOT9,5.147384,200.21293,2.74601,7.655826,60.893809,167.080087,60.633478,31.850007,0.865154,6.175471,51.830437,1.756003,6.230621,0.451107,97.136836,18.449977,6.336127,9.484027,6.117702,50.255729,8.317746,42.133745,2.656395,24.302628,1.089484,0,0.780166,48.727372,3.040086,1.844826,200.35278,4.659998,20.056173,3.011634,9.720942,1.973374,1.945145,1.96421,1.640265,72.176414,0.300284,1.885261,0.275085,0.193254,1.083608,269.332618,1.50972,0.792873,0.34954,2.108509,40.027669
ACOX1,99.230604,5.192109,20.189898,8.52882,6.564814,1.521756,43.402818,10.338737,2.285294,16.878085,5.361562,2.106258,14.360283,34.56631,114.729575,1.51052,205.884407,45.99162,0.32459,12.798882,158.221861,1.568505,15.445291,52.360427,17.678469,0.050539,34.060435,3.002434,301.131196,8.670875,215.40993,76.881054,12.318534,10.588505,16.118667,12.45347,54.479698,17.015958,5.918367,4.364281,0,1.497257,0,4.520029,4.128421,0.40193,1.149359,3.120404,41.478099,2.881187,14.977062
ACOXL,1.515596,1.951437,0.92478,0,1.13498,2.418762,1.093095,0.360904,0,1.223979,0.286634,0.328607,0,0,2.869537,0.282813,0,3.437154,3.206929,2.245643,1.219287,1.115376,4.66383,7.216326,0.037119,0.577834,0.500521,0.863018,0,2.128133,1.200193,0.87489,0.847844,0,1.462302,2.6182,1.354715,1.499984,0.757007,0.743368,0.345501,0,0,0,0,0,0.239015,0.151035,0.152189,0,0
ACP1,130.922037,1.485234,539.832499,4.01016,223.148987,55.021093,269.632908,216.610454,123.93897,363.753399,471.103451,783.113703,311.625728,138.95497,119.469006,200.86928,94.055042,180.085988,8.475824,117.456273,68.355409,158.059593,155.944628,335.845412,295.185019,5.623208,440.442664,262.34717,11.187964,143.332839,2.429263,409.431765,203.464688,90.643597,160.193555,1.3354,235.748785,0.340974,48.288275,301.372154,1.432802,0.36502,0,96.374976,332.304328,437.674725,434.289602,731.046475,377.374545,165.345243,291.678993
ACP6,1.002719,77.077559,0.352403,0.123507,0,0.657522,1.205181,0.194832,0.597375,2.734477,0.058852,0,0.412945,0,0,0.605022,3.717746,0,0.404508,0.235046,1.052706,12.901293,18.562739,3.121613,0.44154,5.316383,1.80366,0.216916,0,1.149789,0.341627,0.235552,3.512255,1.505816,0,49.712116,0,0,4.911392,31.096443,1.701973,0.110641,0,0.625023,0,0.824732,64.660822,0,0.258332,1.838217,0
ACP7,1.098212,3.931725,2.55893,0.462747,0.435599,0,0.904921,3.873862,1.138669,0.498208,0.707936,0.217974,0.822848,0,0.313807,0.326549,0.343704,3.06816,0,0.466536,0.320408,0.519066,0.846656,0.461027,0,0,0.208719,0.241401,1.053631,3.328548,7.687338,1.109231,0,0,3.006673,1.210422,0.55019,0.713272,5.939795,0,1.442838,5.82588,0.697436,0,0.772267,0,0.149552,0.099969,2.361215,0,0
ACSBG1,4.028441,1.011478,1.211236,1.589694,2.744296,10.635695,1.49477,0,10.207701,0.576292,0,0,1.394833,6.939426,0.436609,3.173278,2.33371,0.130859,0.097108,9.433602,0,3.774082,3.531818,0.119717,0.370759,0,11.474982,0.660188,4.942602,1.309866,4.920097,0,0,0.837009,2.80988,0.301182,1.338562,3.491629,10.359143,1.93996,0,4.2342,0.082732,0,1.34909,0,0.034635,3.194691,0,0,0
ACSF2,2.703764,15.17323,24.809444,0,36.370601,2.680472,0,0,2.368217,0,62.031894,77.151472,32.527511,1.69075,0,0,0,27.378586,10.876919,3.14385,0,0,5.951927,2.204878,4.704082,5.38826,0.898404,1.0011,0,3.416442,185.383879,0,6.400473,1.00256,2.782251,0,7.256422,0,3.408281,1.022967,0,0.637079,0,0,0,0,76.289516,0.505699,0.429748,0.851176,4.009887
ACSF3,1.268269,0,2.192905,5.625983,0.619668,2.28244,0.951362,1.254514,1.186241,0.337655,2.490479,0.533905,2.148189,1.902013,2.366905,39.477148,1.872017,3.471323,0.356556,0,1.195905,1.096762,1.774748,2.198657,78.744601,0.735114,11.252477,1.524251,0,1.668139,2.358141,0.478239,1.014216,2.118047,4.394163,2.988163,0,3.903884,0,24.388775,3.832333,0.112488,1.372773,0,0.147129,0.107823,0,0,0.068156,0.180311,0.758441
ACSL1,3.082791,0.195626,0,0,0.193138,0.276385,0,0.151572,0,0.406344,98.857595,1.45689,2.264449,0,0.434729,4.106073,0.461046,0,0.387775,0.420437,1.406679,12.840487,0.809051,1.732388,0,0.601644,41.817779,0,8.868763,0,21.754636,15.960146,0,3.518208,0.200654,0.29676,0,0,5.659089,9.921657,0,0,0,375.85917,46.31587,490.86582,99.768697,92.97696,45.490296,63.726553,225.454135
ACSL3,214.346614,16.153506,198.467494,2.432936,197.389225,28.356901,13.937827,45.274765,132.992823,138.11022,46.179162,68.81274,58.389629,47.733112,392.725857,80.370449,39.385229,91.510145,77.737053,70.86616,180.151814,24.65119,216.915403,57.387112,181.981152,15.943016,2.329031,13.215444,203.734397,104.785821,68.117426,118.128528,123.658943,83.868311,8.40196,76.136582,127.717042,0.940757,84.621266,13.773213,6.853635,7.636142,0.028939,11.272464,30.245368,4.503693,5.893906,0,7.327553,0,3.189351
ACSL6,1.012623,3.727003,0.499905,1.248615,0.62952,0.856331,0.6442,0.837879,0.342749,0.331141,0.29353,0.053899,0.495087,0.867227,0.370607,4.361564,0.163652,0.767389,0.291056,0.653508,4.109014,0.14317,0.316408,65.308818,1.101236,0,36.65048,0.63056,0.205894,3.310178,21.774384,0.581059,10.954605,0.265967,0.192523,0,0.155108,65.546649,0.452064,2.929454,2.263287,0.474006,0,1.919823,0.221221,0.539328,1.429959,1.254616,0.484247,0.030774,0
ACSM2A,24.753959,0,4.385816,0,5.230242,14.768982,2.167645,0.24397,0,26.516191,44.49625,0.269483,16.651621,5.734563,32.014928,2.511943,7.452608,0,3.407033,13.57905,0,1.780164,0.263642,8.909977,0.298977,19.762501,2.009371,129.758831,0,3.518958,155.97064,0.341486,0,15.091702,7.175136,29.257143,0.218525,2.228822,0.363559,15.230487,0.705188,11.916177,11.81535,0.069579,0,0,5.84783,0,0.156093,0.068794,1.262157
ACSM2B,0.610772,0.165687,4.417729,12.475527,1.570442,0,1.745244,7.368254,5.73048,13.775286,0.444369,0,22.345781,0,1.145693,5.043224,1.947913,8.807215,4.740963,4.179197,2.120563,0,5.217752,5.218861,1.129552,2.021849,2.807541,1.485652,4.191003,14.143705,13.399108,8.341015,0.356084,5.567026,0.631073,14.762572,24.083979,18.208169,3.698538,1.077462,0.307675,4.345272,1.179937,0,0.715727,4.269785,3.041263,0,0.96768,0,20.248933
ACSM3,2.893335,1.271051,21.532529,0,23.474263,0.487116,0,17.663365,0,0,1.150136,0,5.999215,16.54967,4.248419,0.195321,1.167836,71.903495,3.978867,21.073399,13.908572,10.016068,19.829124,22.581409,24.040223,0.949831,3.27758,0,34.516012,14.526981,8.475732,7.885364,48.013783,1.113958,18.253898,6.406993,40.591691,3.493754,150.075034,0,0.256625,0,0,0,5.381988,16.856286,0.518591,0.466295,11.945416,0,0
ACSM6,0,0,6.621888,5.064652,5.957033,0,0.671647,4.091942,0,0.168028,0,0,0,0,0,3.261388,0.496625,0,0,0.596331,12.294864,2.100563,0,2.264299,0.544164,1.992316,0.395441,1.318707,0,24.429796,2.346355,1.053859,0.5754,2.448303,0,0,0,0,7.167098,0.16613,0,0,0.229728,0,0,0,0,0,0.14487,1.499482,0
ACSS1,48.745819,0,0.323925,0,0,0,0.869859,1.380787,6.339525,16.765507,2.721129,1.069463,0,2.431092,0,0,6.457533,0.816298,2.475665,6.488249,36.287554,1.757656,37.706828,0,15.105713,86.840086,1.782812,16.636109,4.796058,8.166709,0,10.141426,4.319584,2.477247,10.40335,4.002387,0,23.397534,1.680299,5.222698,0,0.332958,0.188259,0,0,0,4.374658,0,0,0.239168,0.421747
ACSS2,10.172824,1.366652,21.457178,9.274566,0,7.382396,188.493101,0.987608,397.302843,2.959899,2.120224,0,196.850992,0.301769,181.007085,0.768355,26.777179,32.859274,144.585447,2.282705,0.363322,2.644833,41.913206,31.932604,1.397119,10.864884,1.486928,23.032405,26.747205,0,36.137704,72.833633,47.14969,139.935996,87.10233,32.900895,1.054177,4.987131,1.320984,22.809752,0.944035,0,0.779717,0,0,0.417458,13.807094,0,0.370143,0,0.697358
ACTA2,1.681502,2.047972,4.040504,0,2.43163,1.681675,0,1.308482,1.886821,63.963998,5.838153,0,3.512926,0.856983,0,1.670558,0,1.916466,0,1.019026,4.399053,0,2.083988,0,0.907946,2.043734,12.902552,0,2.925384,0,17.665406,0,0.920558,0.760461,0,2.454238,0,0,0,0,3.063586,1.622157,0,1.079338,11.713977,0,0.731606,0.505214,0.690075,0,0
